日期,门店名称,门店id,省份,门店所在城市,区县市,营业收入,商品原价,包装费,顾客配送费（跑腿/自配送）,补贴及支出,商家活动支出,公益捐款,其它支出,优惠前总额,顾客实付,有效订单,实付单均价,活动补贴,平台活动补贴,平台服务费(含佣金和配送服务费),顾客实付（不含券）,实付单均价（不含券）,曝光人数,入店人数,入店转化率,下单转化率,曝光新客,入店新客,新客入店转化率,新客下单转化率,曝光老客,入店老客,老客入店转化率,老客下单转化率,曝光次数,入店次数,当日流量类型,7日流量类型,30日流量类型,下单人数,下单新客,下单老客,取消订单,商责取消订单,商责取消率,店铺分,高峰营业时长得分,优质商品率得分,有效活动丰富度得分,商家不接单率得分,差评回复率得分,在线联系回复率得分,商家评分得分,近30日日均高峰营业时长,优质商品率,有效活动丰富度,近30日商家不接单率,近30日差评回复率,近7日日均在线联系回复率,近30日日均商家评分,菜单丰富度得分,装修丰富度得分,服务功能丰富度得分,菜单丰富度,装修丰富度,服务功能丰富度,出餐完成上报率/配送准时率,基础营业时长得分,基础营业时长,出餐完成上报率得分/配送准时率得分,综合体验分,商品质量分,服务体验分,商品满意度,包装满意度,复购率指标得分,复购率,消息回复率指标得分,消息回复率,服务负反馈率指标得分,食品安全负反馈率指标得分,食品安全负反馈率
20260116,雪乡情东北菜（蛇口店）,12367677,广东省,深圳,南山区,7614.47,12448.10,405.00,0.00,5238.63,2653.90,1.95,438.33,12853.10,9951.45,195,51.03,4228.30,1574.40,2144.45,9693.95,49.71,9971,703,0.0705,0.2703,7586,440,0.058,0.1364,2385,263,0.1103,0.4943,10977,717,高曝高转,高曝高转,高曝高转,190,60,130,3,0,0.0,96,90,95,0,100,100,0,92,6.8,95%,,--,100.0%,0%,4.6,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/进店必买,预订单/开发票/放心吃/准时宝,99.00%,100,8.3,100.00,4.6,4.4,5.0,4.6,4.7,3.9,0.2277,5.0,0.9947,5.0,4.6,11.05
20260116,雪乡情东北菜馆(壹方天地店),15784451,广东省,深圳,龙华区,6643.16,10279.90,374.00,0.00,4010.74,2113.33,1.41,84.45,10653.90,8352.00,141,59.23,3201.23,1087.90,1811.55,8352.00,59.23,5686,562,0.0988,0.2456,4124,318,0.0771,0.1635,1562,244,0.1562,0.3525,11879,853,高曝高转,高曝高转,高曝高转,138,52,86,5,0,0.0,94,94,88,0,100,93,0,86,7.1,88%,,--,93.1%,0%,4.3,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,98.00%,100,7.7,100.00,4.3,4.2,4.5,4.2,4.3,3.8,0.2152,4.8,0.9811,4.2,4.6,11.57
20260116,雪乡情东北菜（新洲店）,30085284,广东省,深圳市,福田区,4927.70,8345.90,307.00,0.00,3725.20,2106.52,0.00,226.13,8652.90,6325.44,139,45.51,3325.32,1218.80,1392.55,6142.64,44.19,8155,609,0.0747,0.2266,6869,432,0.0629,0.1528,1286,177,0.1376,0.4068,14458,762,高曝高转,高曝高转,高曝高转,138,66,72,6,0,0.0,97,100,99,0,100,100,0,88,7.8,99%,,--,100.0%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,99.00%,99,10.1,100.00,4.5,4.4,4.8,4.7,4.7,3.7,0.205,4.6,0.9473,5.0,4.4,15.43
20260113,雪乡情东北菜（新洲店）,30085284,广东省,深圳市,福田区,4114.25,7072.00,280.00,0.00,3237.75,1826.12,0.00,203.70,7352.00,5413.95,136,39.81,2885.22,1059.10,1207.93,5245.95,38.57,7804,583,0.0747,0.2247,6567,423,0.0644,0.1749,1237,160,0.1293,0.3562,13457,737,高曝高转,高曝高转,高曝高转,131,74,57,2,0,0.0,97,100,99,0,95,100,0,88,7.8,99%,,0.44%,100.0%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,99.00%,99,10.1,100.00,4.5,4.4,4.8,4.7,4.7,3.7,0.2075,4.6,0.9482,5.0,4.5,13.45
20260112,雪乡情东北菜馆（壹方城店）,27069424,广东省,深圳,宝安区,5678.68,9256.70,352.00,0.00,3930.02,2242.06,0.00,158.33,9608.70,7373.04,149,49.48,3316.26,1074.20,1529.63,7207.24,48.37,5692,571,0.1003,0.2522,4261,336,0.0789,0.1429,1431,235,0.1642,0.4085,11646,763,高曝高转,高曝高转,高曝高转,144,48,96,3,0,0.0,92,93,90,0,100,68,0,88,7.0,90%,,--,68.4%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,98.00%,100,7.5,100.00,4.4,4.2,4.6,4.5,4.6,3.7,0.2105,4.9,0.9896,4.4,4.2,20.15
20260116,雪乡情东北菜馆（大冲店）,25095097,广东省,深圳,南山区,7655.44,12274.40,440.00,0.00,5058.96,2885.47,0.00,86.80,12714.40,9355.13,200,46.78,4588.47,1703.00,2086.69,9135.73,45.68,8263,772,0.0934,0.2539,6304,468,0.0742,0.1581,1959,304,0.1552,0.4013,17396,1095,高曝高转,高曝高转,高曝高转,196,74,122,2,0,0.0,96,100,95,0,100,95,0,86,7.5,95%,,--,95.7%,0%,4.3,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/进店必买,预订单/开发票/放心吃/准时宝,89.00%,100,8.5,98.89,4.4,4.3,4.5,4.4,4.6,3.9,0.2222,4.2,0.8864,4.9,4.4,14.65
20260118,雪乡情东北菜馆（大冲店）,25095097,广东省,深圳,南山区,6019.74,9916.30,325.00,0.00,4221.56,2492.82,0.00,68.18,10241.30,7456.98,157,47.50,3842.42,1349.60,1660.56,7304.38,46.52,7435,707,0.0951,0.215,5818,455,0.0782,0.1275,1617,252,0.1558,0.373,15997,1031,高曝高转,高曝高转,高曝高转,152,58,94,2,0,0.0,96,100,95,0,100,95,0,86,7.5,95%,,--,95.5%,0%,4.3,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/进店必买,预订单/开发票/放心吃/准时宝,91.00%,100,8.5,100.00,4.3,4.2,4.5,4.4,4.6,3.8,0.2118,4.3,0.8905,4.8,4.3,17.5
20260116,雪乡情东北菜馆（壹方城店）,27069424,广东省,深圳,宝安区,6793.66,10951.30,389.00,0.00,4546.64,2463.84,0.00,196.27,11340.30,8587.96,168,51.12,3938.34,1474.50,1886.53,8381.16,49.89,6705,677,0.101,0.2437,5142,410,0.0797,0.139,1563,267,0.1708,0.4045,14163,972,高曝高转,高曝高转,高曝高转,165,57,108,4,0,0.0,94,93,90,0,100,88,0,88,7.0,90%,,--,88.9%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,98.00%,100,7.5,100.00,4.4,4.3,4.7,4.5,4.7,3.8,0.2148,4.9,0.9898,4.5,4.3,17.17
20260113,雪乡情东北菜馆（壹方城店）,27069424,广东省,深圳,宝安区,5619.73,8888.40,322.00,0.00,3590.67,1950.30,0.00,85.82,9210.40,7127.91,143,49.85,3183.19,1232.89,1554.55,6838.11,47.82,6018,588,0.0977,0.2364,4548,358,0.0787,0.1229,1470,230,0.1565,0.413,12927,848,高曝高转,高曝高转,高曝高转,139,44,95,3,0,0.0,93,93,90,0,100,83,0,88,7.0,90%,,--,83.3%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,97.00%,100,7.5,100.00,4.4,4.2,4.6,4.5,4.6,3.7,0.2076,4.9,0.9896,4.4,4.3,18.66
20260113,雪乡情东北菜馆（大冲店）,25095097,广东省,深圳,南山区,5970.53,9541.50,373.00,0.00,3943.97,2238.50,0.00,51.40,9914.50,7422.20,178,41.70,3498.50,1260.00,1654.07,7270.60,40.85,7858,750,0.0954,0.2293,5909,458,0.0775,0.1245,1949,292,0.1498,0.3938,16245,988,高曝高转,高曝高转,高曝高转,172,57,115,5,0,0.0,96,100,95,0,99,100,0,86,7.5,95%,,0.08%,100.0%,0%,4.3,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/进店必买,预订单/开发票/放心吃/准时宝,89.00%,100,8.5,98.89,4.3,4.3,4.3,4.4,4.6,3.8,0.2209,4.2,0.883,4.5,4.5,12.83
20260112,雪乡情东北菜（新洲店）,30085284,广东省,深圳市,福田区,3160.12,5735.90,230.00,0.00,2805.78,1664.44,0.00,204.63,5965.90,4252.28,113,37.63,2538.04,873.60,936.71,4039.28,35.75,7456,578,0.0775,0.192,6230,420,0.0674,0.1571,1226,158,0.1289,0.2848,13326,730,高曝高转,高曝高转,高曝高转,111,66,45,2,0,0.0,97,100,99,0,95,100,0,88,7.8,99%,,0.44%,100.0%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,99.00%,99,10.1,100.00,4.5,4.4,4.8,4.7,4.8,3.6,0.2049,4.6,0.9495,5.0,4.5,13.41
20260117,雪乡情东北菜馆（壹方城店）,27069424,广东省,深圳,宝安区,8312.35,13656.90,482.00,0.00,5826.55,3257.07,0.00,236.62,14138.90,10306.54,204,50.52,5099.57,1842.50,2332.86,10278.84,50.39,8994,883,0.0982,0.2174,7266,597,0.0822,0.1323,1728,286,0.1655,0.3951,20028,1346,高曝高转,高曝高转,高曝高转,192,79,113,17,0,0.0,94,93,90,0,100,88,0,88,7.0,90%,,--,88.9%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,98.00%,100,7.5,100.00,4.4,4.3,4.6,4.5,4.7,3.8,0.2152,4.9,0.9896,4.4,4.3,18.68
20260114,雪乡情东北菜馆（大冲店）,25095097,广东省,深圳,南山区,6454.69,10415.30,387.00,0.00,4347.61,2483.54,0.00,70.26,10802.30,8021.47,197,40.72,3991.44,1507.90,1793.81,7810.67,39.65,7717,763,0.0989,0.2556,5753,451,0.0784,0.1574,1964,312,0.1589,0.3974,16213,1085,高曝高转,高曝高转,高曝高转,195,71,124,2,0,0.0,96,100,95,0,99,100,0,86,7.5,95%,,0.08%,100.0%,0%,4.3,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/进店必买,预订单/开发票/放心吃/准时宝,89.00%,100,8.5,98.89,4.4,4.3,4.5,4.4,4.6,3.8,0.2183,4.2,0.886,4.8,4.5,12.93
20260117,雪乡情东北菜馆（大冲店）,25095097,广东省,深圳,南山区,8258.08,12933.20,416.00,0.00,5091.12,2890.93,0.00,74.55,13349.20,9902.17,183,54.11,4629.03,1738.10,2125.64,9692.77,52.97,7371,685,0.0929,0.2555,5818,456,0.0784,0.1557,1553,229,0.1475,0.4541,15647,974,高曝高转,高曝高转,高曝高转,175,71,104,4,0,0.0,96,100,95,0,100,95,0,86,7.5,95%,,--,95.7%,0%,4.3,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/进店必买,预订单/开发票/放心吃/准时宝,89.00%,100,8.5,98.89,4.3,4.2,4.5,4.4,4.6,3.8,0.2143,4.2,0.8884,4.8,4.3,17.46
20260114,雪乡情东北菜馆（壹方城店）,27069424,广东省,深圳,宝安区,5989.40,9486.10,322.00,0.00,3818.70,1974.75,0.00,174.95,9808.10,7729.85,144,53.68,3184.55,1209.80,1669.00,7474.05,51.90,6595,650,0.0986,0.2154,5079,408,0.0803,0.1275,1516,242,0.1596,0.3636,13181,889,高曝高转,高曝高转,高曝高转,140,52,88,7,0,0.0,94,93,90,0,100,88,0,88,7.0,90%,,--,88.9%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,97.00%,100,7.5,100.00,4.4,4.2,4.6,4.5,4.6,3.7,0.2108,4.9,0.9896,4.4,4.3,18.59
20260115,雪乡情东北菜（新洲店）,30085284,广东省,深圳市,福田区,3153.85,5664.80,220.00,0.00,2730.95,1597.68,0.00,195.53,5884.80,4150.57,110,37.73,2498.88,901.20,937.74,4032.37,36.66,7393,540,0.073,0.1944,6174,385,0.0624,0.1247,1219,155,0.1272,0.3677,12978,681,高曝低转,高曝高转,高曝高转,105,48,57,0,0,0.0,97,100,99,0,100,100,0,88,7.8,99%,,--,100.0%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,99.00%,99,10.1,100.00,4.5,4.4,4.8,4.7,4.7,3.7,0.2076,4.6,0.9469,5.0,4.4,15.36
20260117,雪乡情东北菜（新洲店）,30085284,广东省,深圳市,福田区,5049.53,8594.20,295.00,0.00,3839.67,2156.04,0.00,268.67,8889.20,6276.80,142,44.20,3671.34,1515.30,1414.96,5946.40,41.88,8087,604,0.0747,0.2268,6979,437,0.0626,0.1625,1108,167,0.1507,0.3952,15599,818,高曝高转,高曝高转,高曝高转,137,71,66,4,0,0.0,97,100,99,0,100,100,0,88,7.8,99%,,--,100.0%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,99.00%,99,10.1,100.00,4.4,4.3,4.8,4.7,4.7,3.7,0.2071,4.6,0.9464,5.0,4.1,22.7
20260115,雪乡情东北菜馆（大冲店）,25095097,广东省,深圳,南山区,5956.81,9618.60,331.00,0.00,3992.79,2310.36,0.00,40.41,9949.60,7351.50,173,42.49,3681.26,1370.90,1642.02,7155.10,41.36,7177,728,0.1014,0.2349,5305,421,0.0794,0.1781,1872,307,0.164,0.3127,15110,953,高曝高转,高曝高转,高曝高转,171,75,96,7,0,0.0,96,100,95,0,100,96,0,86,7.5,95%,,--,96.2%,0%,4.3,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/进店必买,预订单/开发票/放心吃/准时宝,89.00%,100,8.5,98.89,4.4,4.3,4.4,4.4,4.6,3.9,0.2229,4.2,0.8868,4.7,4.5,14.72
20260115,雪乡情东北菜馆（壹方城店）,27069424,广东省,深圳,宝安区,4993.81,8055.20,311.00,0.00,3372.39,1891.68,0.00,69.05,8366.20,6434.43,141,45.63,2989.18,1097.50,1411.66,6280.43,44.54,5899,571,0.0968,0.2382,4393,348,0.0792,0.1552,1506,223,0.1481,0.3677,12527,806,高曝高转,高曝高转,高曝高转,136,54,82,2,0,0.0,94,93,90,0,100,88,0,88,7.0,90%,,--,88.9%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,98.00%,100,7.5,100.00,4.4,4.3,4.6,4.5,4.7,3.8,0.2142,4.9,0.9898,4.4,4.3,18.79
20260112,雪乡情东北菜馆（大冲店）,25095097,广东省,深圳,南山区,5601.92,9377.10,352.00,0.00,4127.18,2440.45,0.00,75.52,9729.10,7164.33,183,39.15,3629.55,1189.10,1611.21,7031.73,38.42,7067,693,0.0981,0.2612,5214,407,0.0781,0.1794,1853,286,0.1543,0.3776,14439,994,高曝高转,高曝高转,高曝高转,181,73,108,7,0,0.0,96,100,95,0,99,96,0,86,7.5,95%,,0.08%,96.0%,0%,4.3,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/进店必买,预订单/开发票/放心吃/准时宝,90.00%,100,8.5,100.00,4.3,4.3,4.2,4.4,4.6,3.9,0.2226,4.1,0.8703,4.4,4.5,12.66
20260118,雪乡情东北菜（新洲店）,30085284,广东省,深圳市,福田区,6382.93,10584.90,376.00,0.00,4577.97,2596.76,0.00,213.49,10960.90,7895.14,167,47.28,4140.46,1543.70,1767.72,7670.34,45.93,8536,647,0.0758,0.2427,7282,459,0.063,0.1743,1254,188,0.1499,0.4096,16269,862,高曝高转,高曝高转,高曝高转,157,80,77,5,0,0.0,97,100,99,0,100,100,0,88,7.8,99%,,--,100.0%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,99.00%,99,10.1,100.00,4.4,4.3,4.8,4.7,4.7,3.7,0.2069,4.6,0.9454,5.0,4.1,22.77
20260114,雪乡情东北菜（新洲店）,30085284,广东省,深圳市,福田区,3601.67,6351.20,242.00,0.00,2991.53,1702.55,0.00,223.00,6593.20,4742.48,123,38.56,2647.14,944.59,1065.98,4636.08,37.69,7773,596,0.0767,0.2064,6506,423,0.065,0.1655,1267,173,0.1365,0.3064,14093,727,高曝高转,高曝高转,高曝高转,123,70,53,4,0,0.0,97,100,99,0,100,100,0,88,7.8,99%,,--,100.0%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,99.00%,99,10.1,100.00,4.5,4.3,4.8,4.7,4.7,3.7,0.2057,4.6,0.9487,5.0,4.4,15.24
20260118,雪乡情东北菜馆（壹方城店）,27069424,广东省,深圳,宝安区,8586.89,13573.10,476.00,0.00,5462.21,2967.76,0.00,130.83,14049.10,10737.28,196,54.78,4738.16,1770.40,2363.62,10530.48,53.73,9394,920,0.0979,0.2033,7549,616,0.0816,0.1315,1845,304,0.1648,0.3487,20706,1329,高曝高转,高曝高转,高曝高转,187,81,106,8,0,0.0,94,93,87,0,100,88,0,88,7.0,87%,,--,88.9%,0%,4.4,100,100,100,分类数/菜品数/招牌菜,招牌/海报/老板推荐/热销/进店必买,预订单/开发票/放心吃/准时宝,98.00%,100,7.5,100.00,4.4,4.3,4.6,4.6,4.7,3.7,0.2113,4.9,0.9897,4.4,4.3,18.82
